Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
AP-GfK,2012-08-16,2012-08-20,2012-08-22 07:30:04,1006,Adults,Phone,53,44,2,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-14719,http://ap-gfkpoll.com/main/wp-content/uploads/2012/08/AP-GfK-Poll-August-2012-Topline-FINAL_politics.pdf,http://ap-gfkpoll.com/main/wp-content/uploads/2012/08/AP-GfK-Poll-August-2012-Topline-FINAL_politics.pdf
DailyKos/SEIU/PPP (D),2012-08-16,2012-08-19,2012-08-21 13:54:51,1000,Registered Voters,Automated Phone,47,49,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14714,http://www.dailykos.com/weeklypolling/2012/8/16,http://www.dailykos.com/weeklypolling/2012/8/16
Monmouth,2012-08-15,2012-08-19,2012-08-20 13:06:46,1375,Registered Voters,Mixed,42,40,18,http://elections.huffingtonpost.com/pollster/polls/monmouth-14702,http://www.monmouth.edu/assets/0/84/159/2147483694/9e0f1831-9dbd-4fa3-b0e3-59588c95ec61.pdf,http://www.monmouth.edu/assets/0/84/159/2147483694/9e0f1831-9dbd-4fa3-b0e3-59588c95ec61.pdf
USC/LAT,2012-08-13,2012-08-19,2012-08-24 11:26:24,1009,Registered Voters,Phone,53,45,1,http://elections.huffingtonpost.com/pollster/polls/usc-lat-14760,http://www.gqrr.com/index.php?ID=2780,http://www.gqrr.com/index.php?ID=2780
YouGov/Economist,2012-08-11,2012-08-13,2012-08-15 10:50:54,1000,Adults,Internet,46,47,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14659,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/lfu8cg1oh5/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-08-09,2012-08-12,2012-08-14 15:55:32,1000,Registered Voters,Automated Phone,47,48,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14653,http://www.dailykos.com/weeklypolling/2012/8/9,http://www.dailykos.com/weeklypolling/2012/8/9
Politico/GWU/Battleground,2012-08-05,2012-08-09,2012-08-13 10:29:50,1000,Likely Voters,Phone,50,47,3,http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-14631,http://images.politico.com/global/2012/08/politico_gw_bg_48_questionnaire.pdf,http://images.politico.com/global/2012/08/politico_gw_bg_48_questionnaire.pdf
CNN,2012-08-07,2012-08-08,2012-08-09 16:29:19,1010,Adults,Phone,56,42,2,http://elections.huffingtonpost.com/pollster/polls/cnn-14609,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/,http://politicalticker.blogs.cnn.com/2012/08/09/cnn-poll-obama-holds-7-point-lead-over-romney/
FOX,2012-08-05,2012-08-07,2012-08-10 10:12:26,930,Registered Voters,Phone,54,42,4,http://elections.huffingtonpost.com/pollster/polls/fox-14610,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/,http://www.foxnews.com/politics/interactive/2012/08/09/fox-news-poll-presidential-race/
YouGov/Economist,2012-08-04,2012-08-06,2012-08-08 13:14:17,1000,Adults,Internet,45,49,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14598,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/fazmvhzmj2/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-08-02,2012-08-05,2012-08-07 13:13:41,1000,Registered Voters,Automated Phone,47,48,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14582,http://www.dailykos.com/weeklypolling/2012/8/2,http://www.dailykos.com/weeklypolling/2012/8/2
ABC/Post,2012-08-01,2012-08-05,2012-08-08 10:16:47,1026,Adults,Phone,53,43,,http://elections.huffingtonpost.com/pollster/polls/abc-post-14589,http://www.washingtonpost.com/politics/polling/obama-remains-popular-romney-conventions/2012/08/08/19caa396-e10e-11e1-8d48-2b1243f34c85_page.html,http://www.washingtonpost.com/politics/polling/obama-remains-popular-romney-conventions/2012/08/08/19caa396-e10e-11e1-8d48-2b1243f34c85_page.html
YouGov/Economist,2012-07-28,2012-07-30,2012-08-01 13:01:52,1000,Adults,Internet,48,45,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14531,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/gz7vfdakvv/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-07-26,2012-07-29,2012-07-31 10:37:23,1000,Registered Voters,Automated Phone,48,47,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14506,http://dailykos.com/weeklypolling/2012/7/26,http://dailykos.com/weeklypolling/2012/7/26
Pew,2012-07-16,2012-07-26,2012-08-02 15:25:32,2508,Adults,Phone,51,42,8,http://elections.huffingtonpost.com/pollster/polls/pew-14550,http://big.assets.huffingtonpost.com/pew82.pdf,http://big.assets.huffingtonpost.com/pew82.pdf
Democracy Corps (D),2012-07-21,2012-07-25,2012-07-30 11:49:26,700,Likely Voters,Phone,49,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14498,http://www.democracycorps.com/attachments/article/900/July_Dcorps_political_%20FQ.pdf,http://www.democracycorps.com/attachments/article/900/July_Dcorps_political_%20FQ.pdf
YouGov/Economist,2012-07-21,2012-07-23,2012-07-25 13:31:36,1000,Adults,Internet,45,48,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14451,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/t94ooj9582/20120721%20econToplines.pdf
USA Today/Gallup,2012-07-19,2012-07-22,2012-07-25 11:35:41,1030,Adults,Phone,53,45,2,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-14445,http://www.gallup.com/poll/156134/Obama-Character-Edge-Offsets-Romney-Economic-Advantage.aspx,http://www.gallup.com/poll/156134/Obama-Character-Edge-Offsets-Romney-Economic-Advantage.aspx
DailyKos/SEIU/PPP (D),2012-07-19,2012-07-22,2012-07-24 15:22:52,1000,Registered Voters,Automated Phone,45,50,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14434,http://dailykos.com/weeklypolling/2012/7/19,http://dailykos.com/weeklypolling/2012/7/19
NBC/WSJ,2012-07-18,2012-07-22,2012-07-24 19:09:38,1000,Registered Voters,Phone,49,43,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14436,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/12768_July_Poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/12768_July_Poll.pdf
FOX,2012-07-15,2012-07-17,2012-07-18 18:29:27,901,Registered Voters,Phone,52,46,2,http://elections.huffingtonpost.com/pollster/polls/fox-14381,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/,http://www.foxnews.com/politics/interactive/2012/07/18/fox-news-poll-37-voters-say-are-better-off-than-four-years-ago/
YouGov/Economist,2012-07-14,2012-07-16,2012-07-18 13:03:40,1000,Adults,Internet,48,44,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14378,http://cdn.yougov.com/cumulus_uploads/document/wxt8kj3j6n/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/wxt8kj3j6n/econToplines.pdf
CBS/Times,2012-07-11,2012-07-16,2012-07-18 18:42:53,1089,Adults,Phone,36,48,12,http://elections.huffingtonpost.com/pollster/polls/cbs-times-14382,http://www.cbsnews.com/8301-250_162-57475191/cbs-news-new-york-times-poll-7-18-12/,http://www.cbsnews.com/8301-250_162-57475191/cbs-news-new-york-times-poll-7-18-12/
DailyKos/SEIU/PPP (D),2012-07-12,2012-07-15,2012-07-17 11:02:36,1000,Registered Voters,Automated Phone,47,48,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14365,http://dailykos.com/weeklypolling/2012/6/28,http://dailykos.com/weeklypolling/2012/6/28
Gallup,2012-07-09,2012-07-12,2012-07-25 11:39:47,1014,Adults,Phone,54,43,3,http://elections.huffingtonpost.com/pollster/polls/gallup-14446,http://www.gallup.com/poll/155720/Congress-Approval-Remains-Historically-Low.aspx,http://www.gallup.com/poll/155720/Congress-Approval-Remains-Historically-Low.aspx
Marist/McClatchy,2012-07-09,2012-07-11,2012-07-16 10:48:15,849,Registered Voters,Phone,49,46,5,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-14351,http://www.mcclatchydc.com/2012/07/13/156143/mcclatchy-marist-poll-july-2012.html,http://www.mcclatchydc.com/2012/07/13/156143/mcclatchy-marist-poll-july-2012.html
YouGov/Economist,2012-07-07,2012-07-09,2012-07-11 13:07:24,1000,Adults,Internet,45,50,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14304,http://cdn.yougov.com/cumulus_uploads/document/qmv1u9m8r1/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/qmv1u9m8r1/econToplines.pdf
Quinnipiac,2012-07-01,2012-07-08,2012-07-11 06:19:34,2722,Registered Voters,Phone,45,48,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-14292,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1770,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1770
YouGov/Economist,2012-06-30,2012-07-02,2012-07-05 09:04:12,1000,Adults,Internet,47,46,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14250,http://cdn.yougov.com/cumulus_uploads/document/kei4w7h2au/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/kei4w7h2au/econToplines.pdf
CNN,2012-06-28,2012-07-01,2012-07-02 16:10:15,1390,Registered Voters,Phone,55,44,1,http://elections.huffingtonpost.com/pollster/polls/cnn-14236,http://i2.cdn.turner.com/cnn/2012/images/07/02/rel6b.pdf,http://i2.cdn.turner.com/cnn/2012/images/07/02/rel6b.pdf
DailyKos/SEIU/PPP (D),2012-06-28,2012-07-01,2012-07-03 16:31:28,1000,Registered Voters,Automated Phone,47,48,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14249,http://dailykos.com/weeklypolling/2012/6/28,http://dailykos.com/weeklypolling/2012/6/28
Newsweek/Daily Beast,2012-06-28,2012-06-28,2012-07-02 10:51:40,600,Likely Voters,Phone,51,47,2,http://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-14227,http://www.thedailybeast.com/articles/2012/06/29/new-poll-voters-dislike-supreme-court-s-obamacare-ruling.html,http://www.thedailybeast.com/articles/2012/06/29/new-poll-voters-dislike-supreme-court-s-obamacare-ruling.html
Democracy Corps (D),2012-06-23,2012-06-27,2012-06-29 12:28:00,1000,Likely Voters,Phone,49,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14218,http://www.democracycorps.com/strategy/2012/06/president-obama-makes-gains-in-winnable-race/,http://www.democracycorps.com/strategy/2012/06/president-obama-makes-gains-in-winnable-race/
YouGov/Economist,2012-06-23,2012-06-25,2012-06-27 13:12:20,1000,Adults,Internet,45,47,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14199,http://cdn.yougov.com/cumulus_uploads/document/cfvy9lxvl9/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/cfvy9lxvl9/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-06-21,2012-06-24,2012-06-28 11:20:36,1000,Registered Voters,Automated Phone,45,50,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14209,http://dailykos.com/weeklypolling/2012/6/21,http://dailykos.com/weeklypolling/2012/6/21
NBC/WSJ,2012-06-20,2012-06-24,2012-06-26 14:01:33,1000,Adults,Phone,48,38,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14183,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120626-JUNE-NBC-WSJ.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120626-JUNE-NBC-WSJ.pdf
YouGov/Economist,2012-06-16,2012-06-18,2012-06-20 13:10:25,1000,Adults,Internet,47,45,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14138,http://cdn.yougov.com/cumulus_uploads/document/cfvy9lxvl9/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/cfvy9lxvl9/econToplines.pdf
Bloomberg,2012-06-15,2012-06-18,2012-06-20 10:18:15,734,Likely Voters,Phone,55,42,3,http://elections.huffingtonpost.com/pollster/polls/bloomberg-14132,http://media.bloomberg.com/bb/avfile/rQyA68BW5P20,http://media.bloomberg.com/bb/avfile/rQyA68BW5P20
DailyKos/SEIU/PPP (D),2012-06-14,2012-06-17,2012-06-19 14:46:47,1000,Registered Voters,Automated Phone,47,49,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14126,http://dailykos.com/weeklypolling/2012/6/14,http://dailykos.com/weeklypolling/2012/6/14
Pew,2012-06-07,2012-06-17,2012-06-21 14:48:57,2013,Adults,Phone,53,44,4,http://elections.huffingtonpost.com/pollster/polls/pew-14149,http://www.people-press.org/files/legacy-pdf/06-21-12%20Voter%20Attitudes.pdf,http://www.people-press.org/files/legacy-pdf/06-21-12%20Voter%20Attitudes.pdf
YouGov/Economist,2012-06-09,2012-06-11,2012-06-13 13:22:20,1000,Adults,Internet,45,48,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14086,http://cdn.yougov.com/cumulus_uploads/document/u3436zp4v5/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/u3436zp4v5/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-06-07,2012-06-10,2012-06-12 10:28:33,1000,Registered Voters,Automated Phone,50,45,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14071,http://dailykos.com/weeklypolling/2012/6/7,http://dailykos.com/weeklypolling/2012/6/7
Monmouth,2012-06-04,2012-06-06,2012-06-07 14:14:52,1395,Registered Voters,Mixed,43,40,17,http://elections.huffingtonpost.com/pollster/polls/monmouth-14032,http://www.monmouth.edu/assets/0/84/159/2147483694/a40d8817-79e0-4025-8dcc-0cda6ce63d3c.pdf,http://www.monmouth.edu/assets/0/84/159/2147483694/a40d8817-79e0-4025-8dcc-0cda6ce63d3c.pdf
FOX,2012-06-03,2012-06-05,2012-06-08 10:24:53,907,Registered Voters,Phone,54,42,4,http://elections.huffingtonpost.com/pollster/polls/fox-14041,http://www.foxnews.com/politics/interactive/2012/05/16/fox-news-poll-presidential-race/,http://www.foxnews.com/politics/interactive/2012/05/16/fox-news-poll-presidential-race/
YouGov/Economist,2012-06-02,2012-06-04,2012-06-06 10:50:22,1000,Adults,Internet,47,45,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14015,http://cdn.yougov.com/cumulus_uploads/document/h5w42vv4f3/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/h5w42vv4f3/econToplines.pdf
Gallup,2012-06-01,2012-06-04,2012-06-07 11:59:55,2069,Adults,Phone,52,43,,http://elections.huffingtonpost.com/pollster/polls/gallup-14025,http://www.gallup.com/poll/155078/Views-Obama-Romney-Strongly-Negative-Positive.aspx,http://www.gallup.com/poll/155078/Views-Obama-Romney-Strongly-Negative-Positive.aspx
DailyKos/SEIU/PPP (D),2012-05-31,2012-06-03,2012-06-05 15:26:43,1000,Registered Voters,Automated Phone,49,45,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14008,http://dailykos.com/weeklypolling/2012/5/31,http://dailykos.com/weeklypolling/2012/5/31
CNN,2012-05-29,2012-05-31,2012-06-01 16:13:27,895,Registered Voters,Phone,56,42,,http://elections.huffingtonpost.com/pollster/polls/cnn-13981,http://i2.cdn.turner.com/cnn/2012/images/06/01/rel5b.pdf,http://i2.cdn.turner.com/cnn/2012/images/06/01/rel5b.pdf
YouGov/Economist,2012-05-26,2012-05-28,2012-05-30 13:56:00,1000,Adults,Internet,46,50,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13956,http://cdn.yougov.com/cumulus_uploads/document/ayfnab9ii1/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/ayfnab9ii1/econToplines.pdf
ABC/Post,2012-05-23,2012-05-27,2012-05-30 12:22:19,1021,Adults,Phone,49,48,,http://elections.huffingtonpost.com/pollster/polls/abc-post-13950,http://www.washingtonpost.com/blogs/behind-the-numbers/post/gop-women-warm-to-romney-slicing-popularity-gap-vs-obama-according-to-new-poll/2012/05/30/gJQAmqwl1U_blog.html?wprss=rss_behind-the-numbers,http://www.washingtonpost.com/blogs/behind-the-numbers/post/gop-women-warm-to-romney-slicing-popularity-gap-vs-obama-according-to-new-poll/2012/05/30/gJQAmqwl1U_blog.html?wprss=rss_behind-the-numbers
YouGov/Economist,2012-05-19,2012-05-21,2012-05-23 17:37:17,1000,Adults,Internet,48,47,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13885,http://cdn.yougov.com/cumulus_uploads/document/osny9o0ez8/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/osny9o0ez8/econToplines.pdf
DailyKos/SEIU/PPP (D),2012-05-17,2012-05-20,2012-05-22 11:34:01,1000,Registered Voters,Automated Phone,45,49,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-13862,http://www.dailykos.com/weeklypolling/2012/5/17,http://www.dailykos.com/weeklypolling/2012/5/17
NBC/WSJ,2012-05-16,2012-05-20,2012-05-23 08:32:09,1000,Adults,Phone,49,41,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-13873,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120522NBCWSJpoll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120522NBCWSJpoll.pdf
FOX,2012-05-13,2012-05-15,2012-05-17 10:27:13,913,Registered Voters,Phone,52,44,4,http://elections.huffingtonpost.com/pollster/polls/fox-13819,http://www.foxnews.com/politics/interactive/2012/05/16/fox-news-poll-presidential-race/,http://www.foxnews.com/politics/interactive/2012/05/16/fox-news-poll-presidential-race/
YouGov/Economist,2012-05-12,2012-05-14,2012-05-16 15:26:02,1000,Adults,Internet,44,49,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13818,http://cdn.yougov.com/cumulus_uploads/document/osny9o0ez8/econToplines.pdf,http://cdn.yougov.com/cumulus_uploads/document/osny9o0ez8/econToplines.pdf
Gallup,2012-05-10,2012-05-13,2012-05-21 17:24:28,1012,Adults,Phone,52,46,2,http://elections.huffingtonpost.com/pollster/polls/gallup-13857,http://www.gallup.com/poll/154703/Romney-Registers-Personal-Best-Favorable-Rating.aspx,http://www.gallup.com/poll/154703/Romney-Registers-Personal-Best-Favorable-Rating.aspx
DailyKos/SEIU/PPP (D),2012-05-10,2012-05-13,2012-05-15 11:12:04,1000,Registered Voters,Automated Phone,47,48,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-13799,http://dailykos.com/weeklypolling/2012/5/10,http://dailykos.com/weeklypolling/2012/5/10
YouGov/Economist,2012-05-05,2012-05-07,2012-05-09 14:56:07,1000,Adults,Internet,48,48,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13721,http://cdn.yougov.com/cumulus_uploads/document/s0tv1r0a0f/econToplines.pdf?utm_source=Economist%2FYouGov+Poll+Results+Week+Of+May+5+2012+&utm_campaign=Google+Analytics&utm_medium=email,http://cdn.yougov.com/cumulus_uploads/document/s0tv1r0a0f/econToplines.pdf?utm_source=Economist%2FYouGov+Poll+Results+Week+Of+May+5+2012+&utm_campaign=Google+Analytics&utm_medium=email
AP-GfK,2012-05-03,2012-05-07,2012-05-09 17:36:43,1004,Adults,Phone,58,38,4,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-13722,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20May%202012%20Topline%20final_2012eln.pdf,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20May%202012%20Topline%20final_2012eln.pdf
DailyKos/SEIU/PPP (D),2012-05-03,2012-05-06,2012-05-09 10:41:14,1000,Registered Voters,Automated Phone,47,48,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-13716,http://dailykos.com/weeklypolling/2012/5/3,http://dailykos.com/weeklypolling/2012/5/3
